Latitude,Longitude,Name,Principal,Mobile,Email,Capacity,Panchayat
15.290730,74.006590,"St. Rita’s High School, Maina Curtorim,",Milagres Pereira,9850684661,st.ritacurtorim@gmail.com,559,Curtorim
15.290730,74.006590,"St. Rita’s Primary School, Maina Curtorim. 403709.",Milagres Pereira,9850684661,st.ritacurtorim@gmail.com,183,Curtorim
15.291770,74.034110,"Our Lady of Carmel High School, Curtorim,",Mr. Joaquim Gudinho,9923697543,carmelschoolcurtorim@gmail.com,486,Curtorim
15.291770,74.034110,"Our Lady of Carmel Primary School, Anvortem, Curtorim",Jaquim Gudinho,9923697543,carmelschoolcurtorim@gmail.com,142,Curtorim
15.518230,73.776410,"St. Thereza High School, Candolim,",Mr. Nicholas Cardozo,9823137044,sthscandolim@hotmail.com,775,Candolim
15.518230,73.776410,"St. Theresa’s Primary School, Candolim. 403 515.",Father Milagres Fernandes,8326742186,stpscandolim@gmail.com,502,Candolim
15.519960,73.781980,"G.P.S. Confraria Wada, Candolim",Smt. Babita Nirmale,9822467019,nirmaleb12@gmail.com,71,Calangute
15.493190,74.004920,"G.P.S. Savoi,",Mrs Shubhalaxmi P. Shetkar,8262020256,shubhalaxmi303@gamil.com,18,"Verem,Vaghurme"
15.518310,73.777010,"St.Theresa's Hr. Secondary School, Candolim",Mrs. Rita D'Silva,,sttheresa87@yahoo.com,357,Candolim
15.522630,73.766030,"Babyland Pry School, Candolim,",Mrs. Luiza D'Souza,9767879096,babylandschoolcandolim@gmail.com,194,Candolim
15.505760,73.770590,"G.P.S. Dando, Candolim",Smt. Sushma Sanjeev Falari,8552075355,sushmafalari@gmail.com,11,Candolim
15.396710,73.813790,"Sanjay Centre School for Special Education, Bogda ,Vasco-Goa",Suillan Fernandes,8856010376,scseg.vasco@gmail.com,135,Mormugao
15.505510,73.810440,"Vishvanath Mahadeo Parulekar, Hr. Secondary School,Verem,",Shri Prashant Naik,9850455297,prashantnaik15588@gmail.com,176,Reis Magos
15.391880,73.806060,"G.P.S. Bogda, Mormugao",Ramnath S. REdkar,9421153199,premnathredkar98@gmail.com,33,"9RR4+WM5, Baina, Mormugao, Goa 403802, India"
15.510210,73.782850,"Pragati Vidhyalaya, Nerul, Bardez",Smt. Sujata Verekar,9890100979,pragatividyalayanerul@gmail.com,228,Nerul
15.403590,73.801290,"G.M.S. Jetty, Vasco. 403 802.",Eshwar T. Naik,9423061039,gpmsjettymormugao@gmail.com,32,Mormugao
15.505390,73.809870,"Dayanand Bandodkar Memorial High School, Verem",Shri Deepak Naik,9021154606,deepak13naik1969@gmail.com,168,Reis Magos
15.405860,73.798340,"Shree Susenashram Vidyalaya, Jetty, Mormugao Harbour",Mrs Sunita Pawar,9637087567,susenashram@gmail.com,111,Mormugao
15.523870,73.789060,"G.P.S. Saipem, Candolim",Mrs. Manisha Naik,9373945304,manishaviraj24@gmail.com,19,Pilerne
15.405860,73.798340,"Shri Sushenashram Vidhyalay Primary School, Jetty Mormugao",Tukaram Redkar,9421153669,susenashram@gmail.com,94,Mormugao
15.414590,73.786950,"New Dawn Ashadeep Special School, Near Deepvihar Secondary School, Sada, Mormugao-Goa",Vinny Fernandes,9421242757,newdawnashadeep@gmail.com,142,"CQ7P+RQ Mormugao, Goa, India"
15.505390,73.809870,"Dayanand Bandodkar Memorial Pry. School, Verem",Mr. Deepak Naik,9021154606,deepak13naik1969@gmail.com,122,Reis Magos
15.396850,73.806060,"Busy Bee Primary School, Baina, Vasco",Mr. Ruban Y,9423723150,busybee.sda.edu@gmail.com,19,Mormugao
15.546270,74.053260,"Bhagwan Mahavir Govt. High School, Honda, Sattari. 403 506.",Monali M Naik,9049409455,naik0monali@gmail.com,284,Honda
15.058260,74.058260,"G.P.S. Gaonkarwada, Honda",Anita Harvalkar,9823199552,anitaharvalkar26@gmail.com,55,Barcem
15.289950,74.021880,"St. Alex Hr. Secondary School, Curtorim, Salcete",Susheela Furtado,7058950317,stalex32curtorim@gmail.com,352,Curtorim
15.392200,73.810370,"Govt. High School, Baina,Vasco-da-Gama.",Liva A.V.E Souza,9423885743,govthighschoolbaina@gmail.com,202,Mormugao
15.534240,74.176320,"Dnyansagar Shikshanik Sanstha Prathamic Vidhyalaya, Tar, Sattari",Abhishek K Gaonkar,7030496112,abhishekgawas1212@gmail.com,69,Nagargao
15.392200,73.810370,"Govt. Higher Secondary School, Baina , Vasco-Da-Gama, Goa",Maria Caradina De Jesus Pereira,99218058989,govthighersecondaryschoolbaina@gmail.com,252,Mormugao
15.390690,73.809960,"St. Joseph’s Institute, Vasco-da-Gama",Asha Keny,9284811200,office@stg.ac.in,251,Mormugao
15.386640,73.814560,"Our Lady of Candelaria High School, Vasco-da-Gama. 403 802.",Ms Laura Clara Braganza,9850474020,olchsmar@gmail.com,544,Mormugao
15.386640,73.814560,"Our Lady of Candelaria Primary School, Baina Vasco",Ms Laura Clara Braganza,,olchsmar@gmail.com,401,Mormugao
15.499160,73.829170,"The Progress High School, Panaji 403 001.",Mrs. Reshma Gaonkar Birodkar,9423882070,tphs.panaji@gmail.com,280,Panaji
15.392050,73.817830,"Govt. High School, Mangor Hill, Vasco-da-Gama.",Namarata Satardekar,9673565683,ghs.mangor@rediffmail.com,309,Mormugao
15.494820,73.831800,"Kasturba Matoshri High School, Jose Falcao Road, Panaji",Mrs. Marilia M. De Souza Esteves,9850420980,peopleshigh@gmail.com,723,Panaji
15.390320,73.815760,"St. Theresa’s High School, Mangor Hill, Vasco-da-Gama",Shobha Peter,9657780773,vascosttheresehs@gmail.com,709,Mormugao
15.390320,73.815760,"St. Theresa Primary School, Mangor Hill,",Shobha Peter,9657780773,vascosttheresehs@gmail.com,561,Mormugao
15.393320,73.818770,"Edify World School, H.No.143 Magor Hill, Vasco",Renita Guha,9890397635,edifyschoolgoa@gmail.com,25,Mormugao
15.393320,73.818770,"Edify World School,H.No.143, Mangoor Hill Vasco",Renita Guha,,edifyschoolgoa@gmail.com,40,Mormugao
15.495593,73.825265,"Kasturba Matoshri High School, Jose Falcao Road, Panaji",Veena V. Thali,7588278208,kasturba.matoshri@gmail.com,185,Panaji
15.389500,73.812030,"Ameeniya High School, Baina, Vasco",Javed Hussain Pallan,7875663256,ameeniyahighschool@gmail.com,69,Mormugao
15.533710,74.055960,"G.P.S. Dhatwada, Pissurlem",Akshara Padelkar,9923656113,aksharaPadlekar0883@gmail.com,10,Pissurlem
15.389530,73.811350,"Anjuman Himayatul Islam High School, Baina, Vasco-da-Gama",Mahadev P. Dabolkar,9421242298,enjumanhighschool@rediggmail.com,679,Mormugao
15.389530,73.811350,"Anjuman Himayatul Islam High School, Baina, Vasco-da-Gama",Mahadev P. Dabolkar,,anjumanhighschool@rediffmail.com,584,Mormugao
15.494820,73.831800,"School for Appropriate Learning People’s Education Trust, Mala Panaji-Goa",Mrs. Sarojini B. Naik,9284309268,sfalpeoples@gmail.com,55,Panaji
15.494850,73.831080,"Seventh Day Adventist English School, Fontainhas , Mala",Ms. A. Almeida,,sdaschool.panaji74@gmail.com,193,Panaji
15.530030,74.071530,G.P.S. Pissurlem,Rekha Putu Pagi,9545362463,rekhamauskar76091@gmail.com,42,Pissurlem
15.494870,73.831740,"People's Higher Secondary School, Panaji",Ms. Sidharthi M. S. Netravalkar,8600428499,peopleshss@gmail.com,382,Panaji
15.539490,74.059740,"G.P.S. Kajaryachi Vhali, Pissurlem",Nikita Narayan Shetkar,9764268847,nikitashetkar94@gmail.com,37,Pissurlem
15.530030,74.071530,"Govt. High School, Pissurlem, Sattari.",Shri. Ulhas Gaonkar,9923765741,ulhasgaonkar@gmail.com,135,Pissurlem
15.483410,74.093240,G.P.S. Vantem,Santoshi S Verekar,8806709650,mailmesan1994@rediffmail.com,23,Birondem
15.490830,74.089290,G.P.S. Vantem,Shailendra Laxman Pandav,9420109533,Pandav.shailendra@gmail.com,38,Birondem
15.478750,74.016940,G.P.S. Savoi - Verem,Savita Naik,7875680870,savitatatunaik@gmail.com,40,"Verem,Vaghurme"
15.497750,74.103910,G.P.S. Advoi,Narayan D. Desai,9404437409,narayandesaizee@gmail.com,24,Birondem
15.484260,74.011930,"G.P.S. Pali, Savoi - Verem",Supriya Satardekar,9637449878,satardarsuriya1982@gmail.com,8,"Verem,Vaghurme"
15.487250,74.011210,"Govt. High School, Savoi Verem,",Mr. Mrutyunjay D. Angadi,9011739937,ghso607savoiverem@gmail.com,150,"Verem,Vaghurme"
15.527990,74.131530,G.P.S. Nayawada,Mrs. Najarana A. Khan,9420160012,najaranakhan0@gmail.com,17,Valpoi
15.490120,74.007870,"G.V.M.'s K.G./Primary School, Volvoi, Savoi - Verem",Mrs. Shramila Abhishek ,9421752302,gvmsavoiverem@gmail.com,150,Volvoi
15.490120,74.007870,"G.V.M.’s K.G./ Primary School, Volvoi, Savoi Verem.",Mrs Shrmila Abhishek,9421752302,gvmsavoiverem@gmail.com,70,Volvoi
15.503210,74.088750,G.P.S. Khodiye,Shivani Gawade,988199159,Shivanig1975@gmail.com,14,Pissurlem
15.462890,74.029820,"G.P.S. Vagurme, Verem",Shashikala Naik,9422970947,shashikala79@gmail.com,11,"Verem,Vaghurme"
15.306350,74.057830,"Dr. Sakharam Gude High School, Vazangal, Shiroda",Sandhya prabhudessai,9767380308,s-gude@rediffmail.com,134,Shiroda
15.484060,74.106070,G.P.S. Madai Vante,Mita S. Salunke,9284083559,Mitap1012@gmail.com,12,Birondem
15.471700,74.022330,"G.P.S. Kaungal, Savoi - Verem",Sangeeta Sanjay Gule,9765845234,sangeetagule@gmail.com,14,"Verem,Vaghurme"
15.306350,74.057830,"Dr. Sakharam Gude Primary School, Vazangal, Shiroda",Sandhya prabhudessai,,s-gude@rediffmail.com,41,Shiroda
15.483860,74.168490,"Govt. High School, Shelop - Khurd, Sattari.",Ranjita K Prabhu,8554063252,ghsshelopkhurd20@gmail.com,84,Cotorem
15.300540,74.065840,"St. Anthony’s Primary School, Amblai, Panchwadi.",Fr. Francisco Avito Almeida,,anth.panch@gmail.com,54,Panchawadi
15.300560,74.065820,"St. Anthony’s High School, Amblai, Panchwadi",Sr.Clotilda M.Fernandes,9850737045,anth.panch@gmail.com,172,Panchawadi
15.300540,74.065840,"St. Anthony’s Primary School, Amblai, Panchwadi.",Fr.Francisco Avito Almeida,,anth.panch@gmail.com,54,Panchawadi
15.525540,74.142120,G.P.S. Massordem,Niliksha Gawas,9923334864,nilikshangawas1982@gmail.com,28,Valpoi
15.547310,74.084090,G.P.S. Bhuipal,Snehalata V. Kumbhar,9923798872,Snehalatakumbhar21@gmail.com,44,Honda
15.542150,73.812590,"Ardee School, H.No.193, Bella Vista Vaddo Sangolda",Ms. Kripa Desai,8551870008,contactusgoa@theardeeschool.com,85,Sangolda
15.541360,73.815830,"The Ardee School, Bella Vista, Sangolda,",Ms. Kripa Desai,8551870008,contactusgoa@theardeeschool.com,146,Sangolda
15.542150,73.812590,"The Ardee World School, Sangolda",Ms. Kripa Desai,8551870008,contactusgoa@theardeeschool.com,231,Sangolda
15.507230,73.786960,"Our Lady of Remedious Primary School, Nerul, Betim",Sister Flavia ,,ourladyofremedieshs@gmail.com,174,Nerul
15.507010,73.809190,"G.M.S. Sonarbhat, Verem, Reis Magos.",Mrs. Minakshi Bhosle,9604246778,Gpmsreis@gmail.com,36,Reis Magos
15.506190,73.807610,G.P.S. Reis Magos,Mrs. Minakshi Bhosle,9604246778,Gpmsreis@gmail.com,42,Reis Magos
15.542520,74.080520,"Govt. High School, Bhuipal, Sattari. 403 506.",Monali Naik,9049409455,ghsbhuipal@gmail.com,117,Honda
15.593220,73.812210,"St. Britto’s Primary School, Mapusa.",Father Simon,,stbrittos@gmail.com,651,Mapusa
15.510480,74.161180,"G.P.S. Gaulmal, Velguem",Chaya D Shiddekar,7028889278,chayashiddekar@gmail.com,9,Cotorem
15.520820,74.154410,G.P.S. Velguem,Gajanan V Kelkar,9423836852,gkelkar0311@gmail.com,40,Cotorem
15.517990,74.152580,G.M.S. Velguem. 403 105.,Gajanan V Kelkar,9423836852,gkelkar0311@gmail.com,45,Cotorem
15.508190,74.139310,"Vidya Mandir Higher Secondary School, Khadki",Radha V Kamat,8999151345,idol16radhakamat@gmail.com,96,Cotorem
15.504460,74.139880,"Shri Ram High School, Khadki, Sattari",Shivaji S Desai,7499475942,Shreeramhighschool@gmail.com,262,Cotorem
15.484040,74.168540,G.P.S. Shelap Khurd,Yeshwant H Gaonkar,9764939909,yeshwantgaonkar9184@gmail.com,12,Cotorem
15.484020,74.182210,G.P.S. Shirsode,Dikshita Dulo Gaonkar,9404863972,dikshitagaonkar12@gmail.com,44,Cotorem
15.448080,74.180830,G.P.S. Malpan,Tejeshri T. Gawas,9403174563,Tejashreeraut265@gmail.com,17,Cotorem
15.455190,74.141890,G.P.S. Shel Melauli,Pradip G. Opkar,9422742568,gpsshelmelauli@gmail.com,12,Guleli
15.439930,74.140190,G.P.S. Dhada Melauli,Gokuldas R Pirankar,8552895167,gokulprimaryt06@gmail.com,20,Guleli
15.471846,73.813498,"Auxilium High School, Caranzalem, Panaji",Sr. Celine Pinto,9921600566,auxilium1970@gmail.com,523,Taleigao
15.471846,73.813498,"Auxilium Primary School, Caranzalem, Panaji 403 002.",Sr. Celine Pinto,,auxilium1970@gmail.com,330,Taleigao
15.486900,73.852544,"Govt. High School, Merces, Tiswadi",Mrs. Deepika Kavlekar,9284850423,deepika.kavlekar@gmail.com,60,Merces
15.494870,73.831740,"People’s Primary School, Mala,",Ms. Namrata Vernekar,8329017620,peoplesprimary@gmail.com,328,Panaji
15.481500,73.822000,G.P.S. Taleigao,Minakshi S. Ankalgi,9604800883,ankalgiminakshi1969@gmail.com,110,Taleigao
15.477180,73.824740,"G.P.S. Vodlem Bhat, Taleigao",Mrs. Sharada D. Candolkar,8806685010,sharadacandolkar77@gmail.com,44,Taleigao
15.455420,73.803140,"Govt. High School, Dona Paula,",Mrs. Sermia Cynthia Gonsalves,9881174883,dona.ghs@rediffmail.com,106,Panaji
15.468590,73.861400,"Mushtifund High School, Cujira, St. Cruz",Mrs. Aparna S. Chari,,mushtifundhigh557@gmail.com,1438,St. Cruz
15.469070,73.860840,"Mushtifund Hr. Secondary School , Panaji",Mr. Navanath R. Parulekar,9822389963,mushtifundhighersecondary@gmail.com,327,St. Cruz
15.468840,73.860750,"Mustifund Aryans Higher Secondary School, Panaji",Mr. Vyankatesh Prabhudesai,9890288327,aryaanstudy@rediffmail.com,152,St. Cruz
15.472620,73.863210,"Shree Saraswati Prathamik Vidyalaya , Cujira ,Bambolim",Mrs. Sushma N. Dharwatkar,8830339619,sdharwatkar@gmail.com,248,Merces
15.475576,73.844379,"St. Cruz Primary School, St. Cruz.",J. J. V. Russell Coutinho,9822685828,schs1962@rediffmail.com,504,St. Cruz
15.475576,73.844379,"St.Cruz High School, St. Cruz, Ilhas,",J. J. V. Russell Coutinho,9822685828,schs1962@rediffmail.com,921,St. Cruz
15.475962,73.844821,"Santa Cruz Hr Secondary School, Santa Cruz",Mr. Trevor Vaz Barreto,9158257486,stcruz-hssc@yahoo.com,305,St. Cruz
15.520890,74.089440,G.P.S. Kumbharkhan,Ashish V Kerkar,9011918832,ashish.kerkar.17@gmail.com,20,Pissurlem
15.513410,74.127680,G.P.S. Nanus,Taslima Bi Shaikh,9284958978,taslimabishaikh13@gmail.com,34,Valpoi
15.502180,74.135230,G.P.S. Savarshe,Sulaksha V Naik,9158218528,Sulakshashetye69@gmail.com,26,Birondem
15.482680,74.119050,G.M.S. Padeli. 403 506.,Shankar Gawandalkar,9359891427,Shankargawandalkar@gmail.com,40,Birondem
15.699800,73.833640,"G.P.S. Coniwada, Colvale","Mrs. Nutan T. Sawant,Parab",9168389364,nutannaik81446@gmail.com,46,Virnoda
15.480530,74.125040,G.P.S. Dhamshe,Tulshidas Vithu Gawas,7620042801,tulshidasgawas123@gmail.com,40,Guleli
15.476380,74.110670,"Govt. High School, Guleli, Sattari. 403 506.",Suraj Suryakant Naik,8275115641,ghsguleli@rediffmail.com,180,Guleli
15.476620,74.110670,G.P.S. Guleli,Madhura Gokuldas Betkikar,9923892123,madhurabetkikar@gmail.com,39,Guleli
15.597200,73.886000,G.P.S. Goljuvem Aldona,Mrs.Shaileza S. Bagkar,8806536809,bagkarshaileza1110@gmail.com,11,Aldona
15.472890,74.121430,G.P.S. Kankire,Nutan Umesh Gawas,8080766011,nutangawas17@gmail.com,16,Guleli
15.463210,74.121430,G.P.S. Murmunem,Ajay G. Gawade,9405223039,ajaygawade0020@gmail.com,23,Guleli
15.446410,74.132510,G.P.S. Paikul,Kashi S. Naik,9404454112,Kashi.naik4112@gmail.com,10,Guleli
15.470650,74.151920,G.P.S. Maingini,Praveen G. Kudalkar,9765757434,gpsmaingine@gmail.com,18,Guleli
15.482410,74.143890,G.M.S. Khotode. 403 506.,Shreya Gaonkar,7507720828,shreyagaonkar1742@gmail.com,49,Cotorem
15.499090,74.141960,G.P.S. Barajan,Nirmala K. Lad,9423314497,nirmalalad17@gmail.com,34,Cotorem
15.504730,74.139470,G.P.S. Khadki,Vijayalaxmi G. Rane,7588443510,vijayalaxmirane808@gmail.com,20,Cotorem
15.410050,74.170838,"Sancorda Education Society's Madhavrao Talaulikar Hr Secondary School,Sancordem,",Narendra Prabhu,,sesschool24@rediffmail.com,115,Sancordem
15.416380,74.085080,"Taleem Primary School, Plot No.18/19 Piliem Dharbandora",Ansira Riyaz Khan,8390745410,taleemhighschool1@gmail.com,154,Dharbandora
15.515390,74.202250,G.P.S. Kumthol,Mahesh Gawade,9834165326,maheshseema08@gmail.com,21,Sanvordem(Sattari)
15.532070,74.210110,G.P.S. Bandirwada,Raghunath Naik,9423812718,Raghunathnaik@gmail.com,6,Sanvordem(Sattari)
15.507890,74.219290,G.P.S. Karanzol,Mahadev R Gaonkar,9404145734,mahadevgaonkar2233@gmail.com,15,Sanvordem(Sattari)
15.302400,74.105000,G.P.S. Karmali Budruk,Chandralekha S. Kerkar,9604338243,chandrakerkar10@gmail.com,44,Kirlapal-Dabhal
15.521840,74.164430,G.P.S. Shir,Swara Shyam Sawant,8459558131,swarasawant1502@gmail.com,13,Sanvordem(Sattari)
15.528310,74.172510,G.P.S. Sawarde,Suvarna L. Paryekar,8080156827,SLParyekar1984@gmail.com,19,Sanvordem(Sattari)
15.659290,73.880530,"G.P.S. Kel, Pirna",Mr. Santosh S. Pednekar,9284685404,pednekarsantosh226@gmail.com,14,Pirna
15.528570,74.172890,"Govt. High School, Sawarde, Sattari. .",Sarita P Naik,7447758202,ghssavardesattarigoa@gmail.com,121,Sanvordem(Sattari)
15.526920,74.165880,G.P.S. Kudshe,Milan Nakul Gawas,9420896960,milangawas29@gmail.com,10,Sanvordem(Sattari)
15.621000,73.769000,"G.P.S. Bamonwada, Siolim",Mrs Seema Gosavi,9284291497,seemagosavi24@gmail.com,20,Siolim-Sodiem
15.531230,74.165510,"G.M.S. Kudase, Post Valpoi.",Milan Nakul Gawas,9420896960,milangawas29@gmail.com,14,Sanvordem(Sattari)
15.541630,74.158180,G.P.S. Dharkand,Smruti R Shirodkar,9423308784,Smruti6177@gmail.com,14,Sanvordem(Sattari)
15.619070,73.855330,"St. Ann’s Primary School, Tivim. 403 502.",Sr Leena Mascarenhas,9527130207,sativim@rediffmail.com,158,Tivim
15.619070,73.855330,"St. Anne’s High School,Tivim",Sr Leena Mascarenhas,9527130207,sativim@rediffmail.com,825,Tivim
15.609400,73.828120,"Corner Stone School, Karaswada , Mapusa",Mr. Joel Peter Dias,7972701051,cornerstoneschool08@gmail.com,472,Mapusa
15.597040,73.819500,"G.P.S. Gaunsawada, Mapusa",Mrs. Pratiksha S. Badkar,9657742047,badkarpratiksha@gmail.com,19,Mapusa
15.416380,74.085080,"Taleem High School, Plot No.18/19 Piliem Dharbandora",Ansira Riyaz Khan,8390745410,taleemhighschool1@gmail.com,78,Dharbandora
15.621670,73.903570,G.P.S. Moitem Assonora,Mrs Akshara Gawas,9881080414,aksharagawas937@gmail.com,39,Assanora
15.416380,74.085080,"Taleem High School, Plot No.18/19 Piliem Dharbandora",Ansira Riyaz Khan,8390745410,taleemhighschool1@gmail.com,78,Dharbandora
15.625430,73.874240,G.P.S. Sirsaim,Mrs Mangal S. Mulgaonkar ,8999455293,mangalmulgaonkar@gmail.com,23,Sirsaim
15.440670,73.891690,"Fr. Agnel High School, Pilar, Tiswadi",Fr.joaquim A.Pio furtado,9764853020,fragnelhighschool@gmail.com,337,St. Andre
15.441180,73.892930,"Fr.Agnel Higher Secondary School, Pilar",Fr.Andrew Silveira,9423747736,www.fahsspilar@gmail.com,635,St. Andre
15.446340,73.922360,"Azmane High School, Neura, Ilhas, Tiswadi",Shri. Dinesh C.Santineskar,9822154293,azmanehighschool@redifmail.com,147,Neura
15.604580,73.810900,"St. Francis School, next to Duler Petrol Pump, Thivim Industrial Estate Duler, Mapusa, Bardez - Goa",Bro. Edmund Lemos,6360558385,stfrancisschoolduler@gmail.com,256,Mapusa
15.553020,73.887390,"St. Bartholomew Primary School, Chorao.",Mrs Manisha mendonca,9922233267,choraosbhs@gmail.com,120,Chodan-Madel
15.553020,73.887390,"St. Bartholomew High School, Chorao,",Mrs.Manisha mendonca,9922233267,choraosbhs@gmail.com,217,Chodan-Madel
15.551340,73.889840,"C.E.S's Raghuvir & Premavati Salkar Hr. Secondary School, Chorao ,",Shri.sandeep g. Sawal,9403177602,rnpsalkar@gmail.com,110,Chodan-Madel
15.649560,73.847240,"G.P.S. Tarwada, Colvale",Mrs. Rakhi Rama Naik,9923881189,artinaik63010@gmail.com,34,Revora
15.551100,73.889530,"Dayanand High School, Chorao, Tiswadi",Mrs.Anne j.james,9423500760,dhschorao11.21@gmail.com,231,Chodan-Madel
15.551100,73.889530,"Chorao Educational Society, Marathi Medium Primary School, Chorao Ilhas",Mrs.Anne j.james,9423500760,dhschorao11.21@gmail.com,147,Chodan-Madel
15.496640,73.905890,"St.Xavier’s Academy, Kadamba Road, Old Goa,Tiswadi-Goa",Sr.monica coelho sfn,9922623015,sxaoldgoa1990@gmail.com,270,Se-Old-Goa
15.490900,73.895900,"Podar International School, Kadamba Plateau, Panelim, Panaji",Mr.manoj b.jadhav,8291073283,admin.goapanelim@podar.org,446,Chimbel
15.641650,73.806190,"People’s High School, Camurlim, Bardez.",Shri Sandeep Vishram Palni,9422643802,phscam1977@gmail.com,149,Camurlim
15.647660,73.763810,"Shree Vasant Vidyalaya English High School, Siolim",Mrs Suvarna Pankaj Malvankar,9764269374,suvarnamalvankar@gmail.com,146,"Agarwada,Chopdem"
15.621350,73.793270,"Shri Shanta Vidy. Pry School, Sodiem-Siolim",Mrs Prajeeta P. Sangale,9822382499,s.v.svidyabharti@gmail.com,168,Siolim-Sodiem
15.631350,73.793270,"Shree Shanta Vidyalaya, Sodiem, Siolim,",Mrs Prajeeta P Sangale,,s.v.svidyabharti@gmail.com,244,Siolim-Sodiem
15.601700,73.825580,"G.P.S. Karmarkhajan, Mapusa",Mrs. Sunita S Morye,7744000441,sunitamorye65@gmail.com,42,Mapusa
15.622780,73.854950,"G.P.S. Madel, Tivim",Sanjana S. Sawant,8999010680,Goms1960@gmail.com,98,Tivim
15.581965,73.748472,"Sacred Heart Primary School, Anjuna.",Shjhs,8983403509,sacredheartanjuna@gmil.com,202,Anjuna
15.581965,73.748472,"Sacred Heart of Jesus High School, Anjuna,",SYlvester Dsouza,9326130236,Sacredhertanjuna@gmail.com,231,Anjuna
15.596350,73.819100,"St.Francis Xavier’s Primary School, Mapusa. 403 507.",sister Sucorina M.S.A,9607873835,sfxmapusa@yahoo.com,659,Mapusa
15.591150,73.815190,"Janata High School, Mapusa 403 507.",Anup Polle,7972225256,jhsmapura@gmail.com,602,Mapusa
15.677000,73.883090,"Shree Shantadurga Vidyalaya, Pirna,",RAjnita R. Sawant,99232487444,shantadurgapirna@gmail.com,293,Pirna
15.677010,73.883090,"Shree Shantadurga Vidyalaya, Pirna,",Ranjita. Sawant,9923248744,shantadura@gmail.com,118,Pirna
15.446130,73.863890,"Govt. High School, Palem, Siridao, Tiswadi. 403 108.",Ms. Adelina Lobo,9420688407,ghsps-@rediffmail.com,93,Siridao-Palem
15.472190,73.867090,"Mercury Army Pre-Primary School, Bambolim",Pallavi Jamwal,,mappsbambolim@gmail.com,216,Merces
15.465350,73.861030,"Our Lady of Rosary High School, Cujira,Bambolim",Mrs. Alice Joan Goes,,therosaryhighschool@gmail.com,979,"Curca,Bambolim,Talaulim"
15.502120,73.861200,"Bal Bharati Vidyamandir Primary School, Ribandar",Mrs. Apolonia Fernandes,9822473510,bbvm1962@rediffmail.com,156,Panaji
14.995639,74.093288,G.P.S. Ardhaphond,MRS. ASHWINI RAMESH VELIP,9423061263,adeiofficecanacona@gmail.com,9,Poinguinim
15.036758,74.072716,G.P.S. Asali,ANANTIAO S. SHENVI SAWKAR,9422593669,adeiofficecanacona@gmail.com,21,Shristhal
15.025343,74.166373,G.P.S. Avali,ARJUN J. GAONKAR,9423821501,adeiofficecanacona@gmail.com,48,Gaondongri
15.004409,74.076739,G.P.S. Bhatpal,MRS.KUNDA Y. SAIL,9449450701,adeiofficecanacona@gmail.com,20,Shristhal
15.007528,74.047267,G.P.S. Chaudi,MRS. GEETA J. LOLAYEKAR,8007034646,adeiofficecanacona@gmail.com,24,Canacona
15.047652,73.985694,G.P.S. Daval Khajan,MRS. ADITEE NAIK GAONKAR,8007034920,adeiofficecanacona@gmail.com,5,Agonda
15.100492,73.934319,G.P.S. Gaval,WILMA M. PAGUI,9637398086,adeiofficecanacona@gmail.com,29,Cola
15.040726,74.038499,G.P.S. Karmalghat,MRS. SHEELA U. TALPANKAR,9834700389,adeiofficecanacona@gmail.com,31,Shristhal
15.645170,73.836180,"St. Rita High School, Colvale, Bardez",Mrs. Priscilla Pinto,7447761442,stritashighschool140@gmail.com,310,Colvale
15.025308,74.106326,G.P.S. Karvem,MR. SUDHAKAR GAONKAR,9405661995,adeiofficecanacona@gmail.com,40,Gaondongri
15.064344,73.998708,G.P.S. Karegal,MEGHAN DATTA MESTRI,9764709111,adeiofficecanacona@gmail.com,29,Cola
15.596470,73.779030,"Dr. Agusto Souza Primary School, Assagao. 403 507.",MR. SHREEDHAR NAIK,7972515364,auhs_assagao@yahoo.co.in,200,Assagao
15.091495,73.925763,"G.P.S. Kuddi, Cola",SHARAN JIVU SAWANT DESSAI,90499018845,adeiofficecanacona@gmail.com,31,Cola
14.973945,74.071114,G.P.S. Mahalwada,PRATIMA PRAKASH PRABHU GAONKAR,9764731153,adeiofficecanacona@gmail.com,23,Poinguinim
15.074633,73.962198,G.P.S. Molorem,PURUSHOTTAM R. N. GAONKAR,8788219510,adeiofficecanacona@gmail.com,6,Cola
15.596470,73.779030,"Assagao Union High School, Assagao,",Mr. Shreedhar  Naik,7972515364,auhs_assagao@yahoo.co.in,378,Assagao
15.107390,73.940185,G.P.S. Nuve Khol,DHILLAN SONU GAONKAR,9420748269,adeiofficecanacona@gmail.com,44,Cola
15.003141,74.058187,G.P.S. Mastimol,JYOTI BHAGAT,8698868384,adeiofficecanacona@gmail.com,30,Canacona
15.645200,73.836160,"Mahatma Jyotirao Phule High School, Colvale",MRS. VARSHA S. PARAB,9923147709,parabvarsh71@gmail.com,99,Colvale
15.035209,74.085346,"G.P.S. Nuve, Shristhal",SAROJINI N. DESSAI,9823558932,adeiofficecanacona@gmail.com,12,Shristhal
15.645200,73.836160,"Dr.Ambedkar Hr. Secondary School, Colvale",SHRI VITHAL A. PARSEKAR,9822382518,hssambedkar54@yahoo.co.in,276,Colvale
15.112000,74.112000,"G.P.S. Pansulem, Mol",TUKARAM N. GAONKAR,940524043,adeiofficecanacona@gmail.com,21,Caurem
